1000    0.002
2000    0.160
5000    0.250
10000   2.000
15000   6.750
20000   8.000
25000   10.416
30000   13.500
35000   14.491
40000   16.000
45000   18.225
50000   20.833
55000   20.796
60000   22.736
65000   23.880

