0 0 0 0 0 0 0 0 0 0 0 
10 8.91764 7.8436 6.78459 5.74728 4.73417 3.74771 2.78528 1.84429 0.918068 0 
20 17.8435 15.702 13.5906 11.5185 9.49479 7.51933 5.59193 3.70333 1.84429 0 
30 26.7842 23.5901 20.4355 17.3377 14.3034 11.3388 8.43731 5.59193 2.78528 0 
40 35.7464 31.5172 27.3367 23.2199 19.1814 15.2212 11.3388 7.51933 3.74771 0 
50 44.7328 39.4926 34.3011 29.1801 24.1375 19.1814 14.3034 9.49479 4.73417 0 
60 53.746 47.5164 41.3356 35.2185 29.1801 23.2199 17.3377 11.5185 5.74728 0 
70 62.7835 55.5888 48.4337 41.3356 34.3011 27.3367 20.4355 13.5906 6.78459 0 
80 71.8428 63.7007 55.5888 47.5164 39.4926 31.5172 23.5901 15.702 7.8436 0 
90 80.9172 71.8428 62.7835 53.746 44.7328 35.7464 26.7842 17.8435 8.91764 0 
100 90 80 70 60 50 40 30 20 10 0 
