0 0 0 0 0 0 0 0 0 0 0 
10 8.99996 7.99992 6.99988 5.99986 4.99986 3.99986 2.99988 1.99992 0.999956 0 
20 17.9999 15.9998 13.9998 11.9997 9.99973 7.99974 5.99978 3.99984 1.99992 0 
30 26.9999 23.9998 20.9997 17.9996 14.9996 11.9996 8.9997 5.99978 2.99988 0 
40 35.9999 31.9997 27.9996 23.9996 19.9996 15.9996 11.9996 7.99974 3.99986 0 
50 44.9999 39.9997 34.9996 29.9996 24.9995 19.9996 14.9996 9.99973 4.99986 0 
60 53.9999 47.9997 41.9996 35.9996 29.9996 23.9996 17.9996 11.9997 5.99986 0 
70 62.9999 55.9998 48.9997 41.9996 34.9996 27.9996 20.9997 13.9998 6.99988 0 
80 71.9999 63.9998 55.9998 47.9997 39.9997 31.9997 23.9998 15.9998 7.99992 0 
90 81 71.9999 62.9999 53.9999 44.9999 35.9999 26.9999 17.9999 8.99996 0 
100 90 80 70 60 50 40 30 20 10 0 
