0 0 0 0 0 0 0 0 0 0 0 
10 8.97654 7.95532 6.93859 5.92772 4.92411 3.92774 2.93862 1.95535 0.976557 0 
20 17.9553 15.9151 13.883 11.8627 9.85546 7.86272 5.88309 3.91517 1.95535 0 
30 26.9386 23.883 20.8392 17.8108 14.8013 11.8108 8.83928 5.88309 2.93862 0 
40 35.9277 31.8626 27.8107 23.7778 19.7661 15.7778 11.8108 7.86272 3.92774 0 
50 44.9241 39.8554 34.8012 29.766 24.7543 19.7661 14.8013 9.85546 4.92411 0 
60 53.9277 47.8626 41.8107 35.7777 29.766 23.7778 17.8108 11.8627 5.92772 0 
70 62.9385 55.883 48.8391 41.8107 34.8012 27.8107 20.8392 13.883 6.93859 0 
80 71.9553 63.9151 55.883 47.8626 39.8554 31.8626 23.883 15.9151 7.95532 0 
90 80.9765 71.9553 62.9385 53.9277 44.9241 35.9277 26.9386 17.9553 8.97654 0 
100 90 80 70 60 50 40 30 20 10 0 
